brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
ford,Ford F 150,white,06/2023,2023,129980,336.0,457.0,Automatic,Petrol,14.5,339 g/km,100.0,"F150, SOFORT, Pano,LED Raptor, 3,5V6"
land-rover,Land Rover Defender,grey,06/2023,2023,139990,386.0,525.0,Automatic,Petrol,14.8,334 g/km,3001.0,110 P525 V8 Carpathian Edition
bentley,Bentley Continental GTC,grey,02/2023,2023,344900,404.0,549.0,Automatic,Petrol,12.5,284 g/km,3600.0,V8 S// BENTLEY DÜSSELDORF
bentley,Bentley Bentayga,blue,06/2022,2022,236810,405.0,551.0,Automatic,Petrol,13.0,119 g/km,4950.0,V8 °2022° MULLINER ° BLACK SPEC ° FULL
ferrari,Ferrari 458,black,01/2012,2012,184458,416.0,566.0,Automatic,Petrol,5.1,119 g/km,31500.0,Italia Leder Klima Carbon-Keramik-Scheiben
bmw,BMW M8,brown,05/2021,2021,143430,460.0,625.0,Automatic,Petrol,11.4,262 g/km,33000.0,Competition Cabrio xDrive   M Competition
lamborghini,Lamborghini Aventador,white,03/2018,2018,424900,544.0,740.0,Automatic,Petrol,20.1,464 g/km,15600.0,S Roadster LP740-4
bentley,Bentley Flying Spur,beige,09/2020,2020,259900,467.0,635.0,Automatic,Petrol,5.1,304 g/km,12800.0,6.0 W12 4 Wheel drive 1 Edition
lamborghini,Lamborghini Huracan,white,03/2018,2018,319000,470.0,639.0,Automatic,Petrol,5.1,119 g/km,11200.0,|Performante|ALA|Forged|Lift|Sensonum|LDS
ferrari,Ferrari GTC4 Lusso,grey,07/2017,2017,189750,449.0,610.0,Automatic,Petrol,11.6,265 g/km,43582.0,GTC4 Lusso T V8 3.9 CARBON-JBL-PASSENGER-KAM-PDC
maserati,Maserati Levante,black,12/2022,2022,151900,427.0,581.0,Automatic,Petrol,18.4,299 g/km,6001.0,TROFEO MY22/UPE 180.000 €!
maserati,Maserati Ghibli,blue,07/2022,2022,121666,427.0,581.0,Automatic,Petrol,11.8,268 g/km,65.0,*Trofeo MY22* *Sonderleasing*
bentley,Bentley Continental GTC,gold,08/2021,2021,305800,485.0,659.0,Automatic,Petrol,13.8,314 g/km,3700.0,SPEED - BENTLEY BERLIN -
bentley,Bentley Bentayga,black,02/2023,2023,369500,405.0,551.0,Automatic,Petrol,5.1,119 g/km,1340.0,4.0 V8 EWB Azure *4Seat Comfort*First*
audi,Audi e-tron,green,03/2023,2023,115450,370.0,503.0,Automatic,Electric,0.0,347 km Reichweite,3000.0,"S SB quattro B+O, Matrix,"
bentley,Bentley Continental GTC,blue,07/2021,2021,307500,485.0,659.0,Automatic,Petrol,13.8,314 g/km,3900.0,SPEED - BENTLEY BERLIN -
maserati,Maserati Levante,black,04/2021,2021,132333,427.0,581.0,Automatic,Petrol,13.2,299 g/km,7055.0,Trofeo *Lieferservice*
bentley,Bentley Continental GTC,green,12/2017,2017,169800,472.0,642.0,Automatic,Petrol,5.1,119 g/km,30602.0,Speed W12 Scheckheftgepflegt
lamborghini,Lamborghini Urus,white,06/2019,2019,269850,478.0,650.0,Automatic,Petrol,12.7,325 g/km,82790.0,4.0 V8 Autom.WERKSGARANTIE  2024   B&O
ferrari,Ferrari Portofino,black,05/2022,2022,269899,456.0,620.0,Automatic,Petrol,12.9,293 g/km,3800.0,Ferrari Portofino M AT*JBL*RFK*PDC*SHZ*uvm
bentley,Bentley Azure,blue,01/2008,2008,159900,336.0,457.0,Automatic,Petrol,20.6,465 g/km,30950.0,| MATRIX GRILL | CHROM | KAMERA
maserati,Maserati Levante,black,10/2021,2021,103987,316.0,430.0,Automatic,Petrol,12.8,288 g/km,5000.0,Modena S - Maserati Regensburg
aston-martin,Aston Martin V8,black,03/2021,2021,144900,375.0,510.0,Automatic,Petrol,10.7,244 g/km,6945.0,"Vantage Coupe UPE: 195.134,-"
audi,Audi RS7,blue,06/2023,2023,175000,463.0,630.0,Automatic,Petrol,5.1,119 g/km,250.0,4.0 TFSI quattro tiptronic
bentley,Bentley,red,09/2022,2022,224990,404.0,549.0,Automatic,Petrol,11.6,270 g/km,2118.0,New Flying Spur V8  Mulliner Touring Comfort Black
bentley,Bentley Bentayga,red,01/2022,2022,255800,404.0,549.0,Automatic,Petrol,12.0,272 g/km,4900.0,S V8  - BENTLEY BERLIN -
lamborghini,Lamborghini Urus,black,05/2021,2021,309000,478.0,650.0,Automatic,Petrol,12.7,325 g/km,22200.0,"URUS V8 BLACK! AD PERSONAM ALCANTARA|3D B&O|23"""
ferrari,Ferrari 488,red,08/2020,2020,959980,530.0,721.0,Automatic,Petrol,11.4,260 g/km,94.0,FLXBL LEASING
maserati,Maserati Quattroporte,white,01/2022,2022,148900,427.0,581.0,Automatic,Petrol,12.1,275 g/km,2800.0,3.8 V8 Trofeo/CARBON/SOFT-CL./360°C
lamborghini,Lamborghini Huracan,black,03/2018,2018,276640,471.0,640.0,Automatic,Petrol,5.1,119 g/km,32590.0,Performante LP 640-4 MY19 AdPersonam
ferrari,Ferrari 488,blue,01/2018,2018,245000,492.0,669.0,Automatic,Petrol,11.4,260 g/km,30494.0,Spider *AFS*Karbon*Lift*Kamera*HiFi*
ferrari,Ferrari Roma,grey,05/2022,2022,244900,456.0,620.0,Automatic,Petrol,5.1,234 g/km,1840.0,*1.Hd.*Daytona*360°*MagneRide*Totwinkelas.*
ferrari,Ferrari,red,11/2003,2003,329900,313.0,426.0,Automatic,Petrol,5.1,119 g/km,23100.0,F360 Challenge Stradale FERRARI SINGEN
ferrari,Ferrari 458,red,06/2014,2014,369900,497.0,676.0,Unknown,Petrol,5.1,119 g/km,52000.0,Speciale Track Edition
lamborghini,Lamborghini Huracan,blue,12/2022,2022,309900,471.0,640.0,Automatic,Petrol,14.3,332 g/km,6570.0,"EVO Blu Aegir, Big Forged Composites"
land-rover,Land Rover Range Rover,black,02/2023,2023,239990,258.0,351.0,Automatic,Diesel,5.1,119 g/km,7000.0,SWB 3.0 Diesel D350 SV MASSAGE PANO
bmw,BMW M8,black,05/2022,2022,122850,460.0,625.0,Automatic,Petrol,11.2,258 g/km,22057.0,Competition Coupé xDrive Laserlicht DA+ Night Visi
lamborghini,Lamborghini Urus,violet,03/2023,2023,429900,490.0,666.0,Automatic,Petrol,12.6,320 g/km,6128.0,"Performante FullADAS/Panorama/FullXPEL/23"""
ferrari,Ferrari F8 Spider,yellow,03/2021,2021,389900,530.0,721.0,Automatic,Petrol,13.0,296 g/km,4400.0,Stradale Racing-Sitze Lift *** Carbon ***
audi,Audi,yellow,05/2022,2022,184700,456.0,620.0,Automatic,Petrol,13.8,314 g/km,15882.0,V10 performance quattro NAVI LEDER LED
maserati,Maserati GranCabrio,blue,09/2016,2016,119999,338.0,460.0,Automatic,Petrol,14.5,344 g/km,11450.0,Sport *nur 11.450 km*
audi,Audi A8,black,05/2023,2023,124990,210.0,286.0,Automatic,Diesel,7.5,183 g/km,5000.0,50 TDI tiptronic quattro S line
maserati,Maserati Grecale,grey,05/2023,2023,113999,390.0,530.0,Automatic,Petrol,10.3,233 g/km,500.0,Trofeo - Maserati Regensburg
lamborghini,Lamborghini Huracan,green,03/2023,2023,399990,471.0,640.0,Automatic,Petrol,14.5,328 g/km,90.0,Tecnica *VERDE GEA *Carbon *Lifting *CAM
ferrari,Ferrari 599,black,08/2008,2008,145000,455.0,619.0,Manual,Petrol,21.3,490 g/km,25625.0,GTB Fiorano F1 *GTO Felgen*BOSE*Karbon*
bmw,BMW M4,black,03/2023,2023,204990,405.0,551.0,Automatic,Petrol,10.0,225 g/km,21.0,CSL DAB|HUD|LASER|CARBON|KERAMIK|BRD|SOFORT!!
bmw,BMW X6 M,grey,07/2022,2022,136489,460.0,625.0,Automatic,Petrol,13.1,301 g/km,19500.0,Comp. B&WSkyLounge Sitzlüftung ACC+ 360°
ferrari,Ferrari Roma,grey,03/2021,2021,239900,456.0,620.0,Automatic,Petrol,11.2,255 g/km,15500.0,*Carbon*Ferrari-Dresden*
bentley,Bentley Continental,white,06/2014,2014,108885,388.0,528.0,Automatic,Petrol,8.0,254 g/km,70000.0,V8S MULLINER EXCLUSIVE ACC*NAIM*MASSAGE*SITZBELÜFT
bentley,Bentley Continental,black,02/2019,2019,219000,467.0,635.0,Automatic,Petrol,5.1,119 g/km,25900.0,Bentley Continental GT W12 DSG
ferrari,Ferrari Portofino,red,05/2020,2020,229900,441.0,600.0,Automatic,Petrol,5.1,245 g/km,7500.0,Sitzdesign Daytona+20 Zoll+ 7500km
maserati,Maserati MC20,blue,06/2022,2022,266999,463.0,630.0,Automatic,Petrol,11.5,261 g/km,900.0,Maserati Regensburg - sofort verfügbar
aston-martin,Aston Martin DBS,black,11/2019,2019,285007,533.0,725.0,Automatic,Petrol,12.4,285 g/km,22000.0,Volante
aston-martin,Aston Martin DBS,black,06/2010,2010,149941,380.0,517.0,Automatic,Petrol,15.5,367 g/km,17000.0,Cabrio Touchtronic-Carbon Black-B&O-BRD-FZG-U-frei
bmw,BMW Z8,black,12/2000,2000,261681,294.0,400.0,Manual,Petrol,14.5,349 g/km,41900.0,//ALPINA//Performance Package//Drink-Holder
ferrari,Ferrari 812,black,08/2020,2020,364500,588.0,799.0,Automatic,Petrol,14.9,340 g/km,9423.0,Superfast *Karbon*Lift*AFS*Radar hinten*
ferrari,Ferrari Roma,grey,03/2021,2021,224800,456.0,620.0,Automatic,Petrol,5.1,119 g/km,14200.0,***Ferrari Frankfurt***
audi,Audi R8,white,06/2018,2018,123900,397.0,540.0,Automatic,Petrol,12.6,286 g/km,47800.0,Spyder 5.2 FSI RWS *ohne OPF*W&I Paket*
lamborghini,Lamborghini Huracan,green,04/2017,2017,259900,449.0,610.0,Automatic,Petrol,12.5,290 g/km,13500.0,AVIO LP610-4 LAMBORGHINI SINGEN
aston-martin,Aston Martin,blue,08/2022,2022,434980,515.0,700.0,Automatic,Petrol,13.8,315 g/km,482.0,Coupe Carbon Aniline Satin Ming Blue
land-rover,Land Rover Defender,grey,02/2023,2023,134850,386.0,525.0,Automatic,Petrol,12.8,290 g/km,21.0,90 V8 Carpathian Edition P525 | MY23
land-rover,Land Rover Range Rover,black,06/2019,2019,104800,250.0,340.0,Automatic,Diesel,9.2,243 g/km,98000.0,4.4 SDV8 AUTOBIOGRAPHY/BLACK/LP164T¤
audi,Audi RS Q8,blue,04/2023,2023,139988,441.0,600.0,Automatic,Petrol,12.1,303 g/km,10.0,RSQ8 Matrix Leder TourP Pano HUD StadtP B&O 23Z
audi,Audi e-tron GT,red,03/2021,2021,113590,440.0,598.0,Automatic,Electric,0.0,433 km Reichweite,8000.0,RS  qu MATRIX*HUD*KAMERA*MASSAGE*B&O
ferrari,Ferrari 488,red,04/2018,2018,199900,492.0,669.0,Automatic,Petrol,5.1,119 g/km,18500.0,Challenge FERRARI SINGEN
bmw,BMW,blue,01/2023,2023,161489,400.0,544.0,Automatic,Electric,0.0,0,4750.0,xDrive60 M Sport Executive Entertain Door B&W
ferrari,Ferrari 458,red,04/2014,2014,227900,419.0,570.0,Automatic,Petrol,5.1,119 g/km,54700.0,Spider *Ferrari-Dresden*
aston-martin,Aston Martin DB11,black,06/2022,2022,184900,375.0,510.0,Automatic,Petrol,13.5,306 g/km,4550.0,V8 Coupe B&O 1.000 Watt
ferrari,Ferrari 488,grey,09/2019,2019,699000,530.0,721.0,Automatic,Petrol,11.5,263 g/km,2438.0,Pista *Spider*Sonderanfertigung*Karbon*
maserati,Maserati Levante,grey,11/2020,2020,114444,257.0,349.0,Automatic,Petrol,11.3,257 g/km,15091.0,MY21 GranLusso ZEGNA Q4 3.0 BiTurbo V6
audi,Audi RS6,grey,05/2020,2020,123900,441.0,600.0,Automatic,Petrol,11.7,268 g/km,44200.0,Avant 4.0 TFSI quattro*B&O*PANO*22Zoll
lamborghini,Lamborghini Urus,white,09/2019,2019,286500,478.0,650.0,Automatic,Petrol,5.1,119 g/km,31059.0,Dt.Auto*1.Hand*u-frei*Carbon*23*Facelift
land-rover,Land Rover Defender,grey,12/2022,2022,108990,221.0,300.0,Automatic,Diesel,5.1,119 g/km,3000.0,130 First Edition D300
maserati,Maserati GranTurismo,blue,04/2023,2023,202721,361.0,491.0,Automatic,Petrol,10.2,230 g/km,849.0,Modena AWD LED Sitzbelüftung
ferrari,Ferrari 488,grey,05/2019,2019,390000,530.0,721.0,Automatic,Petrol,5.1,263 g/km,18650.0,Carbon Fibre I Wertgutachten I Lifting
bmw,BMW M4,grey,12/2016,2016,162900,368.0,500.0,Automatic,Petrol,10.2,225 g/km,9025.0,GTS LTD. 1 OF 750. MINERALGRAU. CLUBSPORT++
audi,Audi SQ7,grey,04/2023,2023,134880,373.0,507.0,Automatic,Petrol,12.0,276 g/km,1111.0,"4.0 TFSI quattro competition plus Pano,AHK"
lamborghini,Lamborghini Urus,black,04/2023,2023,414950,490.0,666.0,Automatic,Petrol,12.7,325 g/km,60.0,"S Facelift *BicolorLeder|Carbon|B&O|Pano|23""*"
audi,Audi RS Q8,blue,03/2023,2023,157788,441.0,600.0,Automatic,Petrol,12.3,281 g/km,6000.0,RSQ8 Quattro 3D-Klang AHK e-Klappe PANO RS-Abgasa.
lamborghini,Lamborghini Huracan,black,06/2018,2018,269990,449.0,610.0,Automatic,Petrol,14.1,285 g/km,27610.0,LP610-4 5.2 V10 SPYDER LIFT|KAM|CERAMIC!
lamborghini,Lamborghini Aventador,yellow,08/2018,2018,474000,552.0,751.0,Automatic,Petrol,16.0,370 g/km,4680.0,SV 1of600
audi,Audi RS6,black,04/2023,2023,148890,441.0,600.0,Automatic,Petrol,12.1,286 g/km,89.0,Avant#Dynamik +/HUD/Keramik/Stadt/Tour/%%%%%
jaguar,Jaguar F-Type,yellow,12/2022,2022,118380,423.0,575.0,Automatic,Petrol,11.0,252 g/km,1000.0,Coupe P575 R VOLLAUSSTATTUNG MERIDIAN DAB
maserati,Maserati MC20,black,04/2022,2022,229900,463.0,630.0,Automatic,Petrol,11.5,261 g/km,950.0,*dt. Auto*1. Hand*MwSt. ausweisbar*Lift*
ferrari,Ferrari Portofino,red,04/2020,2020,259900,441.0,600.0,Automatic,Petrol,5.1,119 g/km,2800.0,Piloti NEUWAGEN
ferrari,Ferrari 812,red,08/2020,2020,379500,588.0,799.0,Automatic,Petrol,5.1,340 g/km,13456.0,Superfast *ROSSO FIORANO*HIST.COLOR*LIFT*360
bentley,Bentley Continental GTC,green,05/2019,2019,269890,467.0,635.0,Automatic,Petrol,5.1,119 g/km,7300.0,FIRST EDITION
bentley,Bentley Flying Spur,black,06/2020,2020,204580,467.0,635.0,Automatic,Petrol,13.3,304 g/km,55250.0,W12 *First Edition*Blackline*B&O*
land-rover,Land Rover Defender,green,04/2023,2023,110690,294.0,400.0,Automatic,Petrol,9.9,227 g/km,4999.0,110 P400 75th Limited *1 of 200 in D*
bentley,Bentley Bentayga,blue,10/2016,2016,116900,447.0,608.0,Automatic,Petrol,13.1,296 g/km,120000.0,- FIRST EDITION - W12
bmw,BMW M4,grey,01/2023,2023,194890,405.0,551.0,Automatic,Petrol,5.1,119 g/km,1250.0,CSL Coupe CSL#sofort # MwSt.#nur 1250 KM
ferrari,Ferrari FF,grey,04/2012,2012,159900,485.0,659.0,Automatic,Petrol,16.3,380 g/km,24900.0,"6,3 V12 4x4 Dt.Fzg 24.800km 1.Lack GARANTIE"
bmw,BMW X6 M,grey,03/2022,2022,124975,390.0,530.0,Automatic,Petrol,10.5,119 g/km,5500.0,M50i mit einer Traum-Ausstattung
lamborghini,Lamborghini Urus,black,10/2020,2020,274900,478.0,650.0,Automatic,Petrol,12.3,290 g/km,23910.0,"Nero Helene, Full ADAS, Big Interior Carbon"
bentley,Bentley Bentayga,grey,09/2020,2020,249999,405.0,551.0,Automatic,Petrol,11.4,260 g/km,66000.0,4.0 V8 FIRST EDITION
ferrari,Ferrari F355,red,08/1997,1997,105000,280.0,381.0,Manual,Petrol,10.8,119 g/km,87200.0,Berlinetta 6-Gang Schalter
bmw,BMW 740,black,01/2023,2023,135890,220.0,299.0,Automatic,Diesel,5.1,119 g/km,5900.0,"d xDrive/MPaket/Pano/Crystal LED/21""M/B&W"
ferrari,Ferrari Roma,blue,03/2021,2021,249900,456.0,620.0,Automatic,Petrol,5.1,119 g/km,2400.0,***Ferrari Frankfurt***
ferrari,Ferrari F430,black,08/2008,2008,144900,360.0,489.0,Automatic,Petrol,5.1,119 g/km,68430.0,F1 Spider|KeramikBremse|RacingSeats|Carbon|
ferrari,Ferrari California,grey,08/2015,2015,149950,412.0,560.0,Automatic,Petrol,10.5,250 g/km,27000.0,"3.9 V8 T 2.Hd ""Tolle Farbkombi"""
lamborghini,Lamborghini Urus,grey,09/2021,2021,499999,580.0,789.0,Automatic,Petrol,12.7,325 g/km,8674.0,NovitecEsteso GUCCI Edition VollCarbon 1of1
bentley,Bentley Flying Spur,brown,03/2023,2023,287900,400.0,544.0,Automatic,Hybrid,3.3,73 g/km,49.0,Azure Hybrid MY2023 Head-Up TV
audi,Audi R8,white,12/2012,2012,119000,412.0,560.0,Automatic,Petrol,14.2,337 g/km,18426.0,"GT Spyder 5.2 FSI quattro ""ImKundenauftrag"""
bentley,Bentley Continental GTC,grey,03/2022,2022,298500,485.0,659.0,Automatic,Petrol,13.8,314 g/km,15000.0,SPEED - BENTLEY BERLIN -
audi,Audi RS Q8,black,02/2023,2023,209900,544.0,740.0,Automatic,Petrol,12.1,276 g/km,3290.0,ABT-R Power740PS | Akrapovic | 23Zoll ABT
audi,Audi RS Q8,black,04/2022,2022,148770,441.0,600.0,Automatic,Petrol,13.3,303 g/km,17529.0,RSQ8 B&O HD Matrix LED HeadUp Nachtsicht Pano St
lamborghini,Lamborghini Murciélago,red,03/2008,2008,297000,552.0,751.0,Automatic,Petrol,21.3,495 g/km,29452.0,LP640 E-Gear
audi,Audi RS6,silver,02/2022,2022,134975,441.0,600.0,Automatic,Petrol,13.0,"295,2 g/km",30409.0,Avant Dynamik Paket Plus NP: 191.675
aston-martin,Aston Martin V8,white,07/2018,2018,114980,375.0,510.0,Automatic,Petrol,10.3,236 g/km,6530.0,"4.0 *20"" AM Garantie*"
audi,Audi Q3,silver,05/2023,2023,118990,110.0,150.0,Automatic,Diesel,4.5,132 g/km,10.0,35 TDI 150 S tronic S line LED Nav
ferrari,Ferrari 488,yellow,03/2018,2018,289900,493.0,670.0,Automatic,Petrol,5.1,119 g/km,13000.0,Spider
bentley,Bentley Continental GT,grey,01/2022,2022,249500,404.0,549.0,Automatic,Petrol,11.2,255 g/km,4500.0,V8 Mulliner - BENTLEY BERLIN -
audi,Audi R8,yellow,05/2019,2019,135500,456.0,620.0,Automatic,Petrol,13.1,297 g/km,58500.0,Coupe 5.2 FSI V10 Keramik Laser  Bang Olufsen
bentley,Bentley Brooklands,silver,03/2009,2009,122000,395.0,537.0,Automatic,Petrol,5.1,119 g/km,41000.0,- 1 OF 550
aston-martin,Aston Martin Vantage,black,10/2022,2022,179990,394.0,536.0,Automatic,Petrol,10.5,236 g/km,7490.0,F1 Edition 360° CARBON ENGINE PACK by MOBILISTA
chevrolet,Chevrolet Corvette,black,06/2023,2023,113600,354.0,481.0,Automatic,Petrol,12.1,277 g/km,146.0,C8 STINGRAY TARGA 2LT 6.2 V8 AUT. MAGNETIC SOFORT*
audi,Audi Q8 e-tron,blue,02/2023,2023,125265,300.0,408.0,Automatic,Electric,0.0,481 km Reichweite,3000.0,"55 S line quattro B+O, 22kW, Matrix,"
maserati,Maserati GranTurismo,black,04/2023,2023,255062,404.0,549.0,Automatic,Petrol,10.2,230 g/km,2990.0,GranTurismo Trofeo*AWD*Fahrassistenz-Sport-Komfort
audi,Audi RS Q8,black,05/2023,2023,143880,441.0,600.0,Automatic,Petrol,13.2,300 g/km,2693.0,*MATRIX*PANO*SP-ABGASS*B&O*KAMERA*HUD*23Z*
bentley,Bentley Bentayga,grey,04/2019,2019,139900,404.0,549.0,Automatic,Petrol,11.4,260 g/km,52000.0,V8 - Mulliner22'/Touring/Centenary/City
lamborghini,Lamborghini Murciélago,black,07/2005,2005,225000,426.0,579.0,Automatic,Petrol,21.5,500 g/km,18000.0,Murcielago Roadster
maserati,Maserati GranTurismo,black,06/2011,2011,109790,331.0,450.0,Manual,Petrol,14.4,337 g/km,50965.0,4.7 V8 MC Stradale
bentley,Bentley Bentayga,black,06/2020,2020,149900,404.0,549.0,Automatic,Petrol,11.4,260 g/km,28500.0,V8 Design Series
aston-martin,Aston Martin DBX,silver,01/2023,2023,192888,404.0,549.0,Automatic,Petrol,11.8,269 g/km,3850.0,Coupe V8
lamborghini,Lamborghini Urus,blue,05/2019,2019,265900,478.0,650.0,Automatic,Petrol,12.7,325 g/km,65000.0,"*23""*MY21*B&O*PANO*MASSAGE*"
lamborghini,Lamborghini Aventador,white,12/2020,2020,759900,566.0,770.0,Automatic,Petrol,17.9,486 g/km,7692.0,SVJ 1of 800 Roadster
bmw,BMW Z8,black,07/2003,2003,320000,280.0,381.0,Automatic,Petrol,14.9,358 g/km,53144.0,Alpina V8 Roadster Nr.267/555 HK HiFi Xenon
jaguar,Jaguar F-Type,grey,05/2022,2022,112860,423.0,575.0,Automatic,Petrol,5.1,119 g/km,3642.0,"Cabrio R AWD P575 20&apos,&apos,+SITZKLIMA+"
land-rover,Land Rover Range Rover,white,06/2023,2023,245898,390.0,530.0,Automatic,Petrol,11.9,270 g/km,3000.0,"SWB P530 SV 23"" *SERENITY Ext.* AHK!  Edition"
ferrari,Ferrari 458,black,03/2013,2013,299900,419.0,570.0,Automatic,Petrol,13.3,303 g/km,3850.0,Italia Spider | full carbon
lamborghini,Lamborghini Huracan,green,05/2021,2021,319999,470.0,639.0,Automatic,Petrol,13.7,119 g/km,6907.0,EVO 640-4 Fluo Capsule Verde Shock AWD
lamborghini,Lamborghini Aventador,black,02/2021,2021,649900,566.0,770.0,Automatic,Petrol,19.6,452 g/km,13800.0,SVJ*NOVITEC Abgasanlage *Full Carbon*
bmw,BMW,blue,04/2022,2022,112200,385.0,523.0,Automatic,Electric,0.0,630 km Reichweite,3930.0,50 xDrive Soft-Close Pano Sky H/K Suite
ferrari,Ferrari 488,red,06/2019,2019,409900,530.0,721.0,Semi-automatic,Petrol,5.1,119 g/km,11000.0,Pista Ferrari Singen
ford,Ford Mustang,white,12/2020,2020,144000,493.0,670.0,Automatic,Petrol,12.0,281 g/km,4200.0,Shelby GT-H*NAV*CAM*TEMPO* 1/1 in Europe
ferrari,Ferrari 575,red,07/2004,2004,129900,379.0,515.0,Automatic,Petrol,21.8,329 g/km,39980.0,"Maranello "" HGTC "" 1of.100 Carbn Schalensitz"
bentley,Bentley Continental,silver,08/2022,2022,329890,485.0,659.0,Automatic,Petrol,13.5,308 g/km,6500.0,GT Speed * CARBON PAKET * B&O *
land-rover,Land Rover Range Rover,black,08/2022,2022,234990,390.0,530.0,Automatic,Petrol,11.9,170 g/km,20000.0,P530 First Edition *Pano *360°
audi,Audi R8,black,07/2018,2018,124950,397.0,540.0,Automatic,Petrol,12.4,283 g/km,32251.0,Coupe RWS 1 of 999*Carbon*AGA*R.Ka*Navi*B&O
bentley,Bentley Continental GTC,black,04/2020,2020,259000,467.0,635.0,Automatic,Petrol,5.1,119 g/km,13500.0,"CONTINENTAL GTC W12, MULLINER, NAIM"
ferrari,Ferrari California,red,08/2018,2018,159899,412.0,560.0,Automatic,Petrol,5.1,119 g/km,31000.0,"- Erstzulassung 2018 - Netto 3,65"
bentley,Bentley Continental GT,grey,11/2021,2021,329900,485.0,659.0,Automatic,Petrol,13.7,311 g/km,14070.0,Speed W12 Black Line
audi,Audi S8,silver,04/2023,2023,160990,420.0,571.0,Automatic,Petrol,11.4,259 g/km,4999.0,V8 4.0 quattro Mattlackierung
ferrari,Ferrari 488,yellow,02/2020,2020,705000,530.0,721.0,Automatic,Petrol,9.3,289 g/km,553.0,Spider - 553 KM - GREAT SPEC -
lamborghini,Lamborghini Aventador,white,05/2022,2022,699000,574.0,780.0,Automatic,Petrol,18.0,442 g/km,780.0,Ultimae roadster 1 of 250 full carbon full options
bmw,BMW X7 M,white,08/2022,2022,114890,390.0,530.0,Automatic,Petrol,11.0,252 g/km,10300.0,50I DA Pro Sky Lounge Fond. Ent. B&W
land-rover,Land Rover Range Rover Sport,grey,11/2022,2022,149750,258.0,351.0,Automatic,Diesel,7.7,203 g/km,3500.0,D350 Autobiography
lamborghini,Lamborghini Huracan,blue,03/2022,2022,309500,471.0,640.0,Automatic,Petrol,5.1,119 g/km,14500.0,EVO Coupe 640 PS Dreamcar
ferrari,Ferrari 812,blue,02/2020,2020,334890,585.0,795.0,Automatic,Petrol,5.1,119 g/km,19500.0,"Superfast, Blue Pozzi  / Racing Seats"
land-rover,Land Rover Defender,grey,07/2022,2022,112980,294.0,400.0,Automatic,Petrol,9.9,227 g/km,28800.0,"110 P400 X mit Black Pack 22""& AHK elk."
audi,Audi e-tron,white,05/2022,2022,124990,440.0,598.0,Automatic,Electric,0.0,475 km Reichweite,12500.0,Exclusiv+RS Design+AssistenzPlus+Carbon+ Exclusiv
audi,Audi A6,black,02/2020,2020,106985,150.0,204.0,Automatic,Diesel,4.9,129 g/km,69300.0,Avant 40 TDI sport *LED*AHK*NAVI*PDC*
bentley,Bentley Bentayga,blue,07/2021,2021,229500,330.0,449.0,Automatic,Hybrid,3.4,77 g/km,13000.0,HYBRID - First Edition - BENTLEY BERLIN
audi,Audi R8,yellow,05/2017,2017,129800,449.0,610.0,Automatic,Petrol,13.4,119 g/km,35000.0,R8 V10 plus 5.2 FSI quattro S tronic
lamborghini,Lamborghini Urus,blue,05/2021,2021,283900,478.0,650.0,Automatic,Petrol,12.7,325 g/km,11838.0,"AD PERSONAM B&O 23"" TAIGATE HEAD-UP ACC+"
bentley,Bentley Brooklands,green,09/2010,2010,229890,395.0,537.0,Automatic,Petrol,19.5,465 g/km,45900.0,LIMITIERT  *1 OF 550*
lamborghini,Lamborghini Urus,grey,06/2022,2022,333800,478.0,650.0,Automatic,Petrol,12.7,325 g/km,980.0,"Lamborghini URUS/PAN0R/23""/CARBON/B&O/VOLL/SOFORT/"
land-rover,Land Rover Defender,green,02/2023,2023,114899,221.0,300.0,Automatic,Diesel,8.9,234 g/km,10.0,110 75th Lim. Edition D300 AWD+PSD+AHK+
lamborghini,Lamborghini Aventador,green,04/2017,2017,329900,544.0,740.0,Automatic,Petrol,16.9,394 g/km,43600.0,S Coupe LP740-4
maserati,Maserati GranTurismo,white,11/2018,2018,128979,338.0,460.0,Automatic,Petrol,14.3,331 g/km,8438.0,MC-Edition
land-rover,Land Rover Defender,beige,03/2023,2023,129800,386.0,525.0,Automatic,Petrol,12.8,290 g/km,7000.0,"110 5.0 P525 V8*HEAD-UP*BLACK PACK*22"""
cadillac,Cadillac Escalade,black,02/2022,2022,111900,313.0,426.0,Automatic,Petrol,12.6,398 g/km,23250.0,ESV 6.2V8 Premium Lux.Night Vision Luft
chevrolet,Chevrolet Corvette,grey,03/2023,2023,132900,354.0,481.0,Automatic,Petrol,12.1,277 g/km,5500.0,Stingray 3LT 6.2 V8  ! 70 Jahre !
ferrari,Ferrari 550,red,01/1999,1999,225000,357.0,485.0,Manual,Petrol,22.9,520 g/km,9260.0,Maranello
ferrari,Ferrari 458,white,01/2014,2014,389900,445.0,605.0,Automatic,Petrol,13.3,307 g/km,19950.0,Speciale *dt. Auto*Lift*Karbon*Leder*
lamborghini,Lamborghini Urus,orange,11/2021,2021,324900,478.0,650.0,Automatic,Petrol,12.7,325 g/km,6300.0,Pearl Capsule
